Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
09414,4,Retrofit,44.56205,-123.1425,DS2,Potentially Seismically Vulnerable,210,Corvallis-Lebanon Hwy,5.91,04,"Calapooia Oflow, Hwy 210 at MP 5.91",OR 34 (HWY 210),CALAPOOIA OFLOW,4.19,1971,128.00,R2,2 Concrete Continuous,01 Slab
12208B,4,Retrofit,44.56104,-123.13472,DS2,Potentially Seismically Vulnerable,210,Corvallis-Lebanon Hwy,6.3,04,"Lake Creek, Hwy 210",OR 34 (HWY 210),LAKE CREEK,2.00,1971,170.00,R2,2 Concrete Continuous,01 Slab
16780,4,Retrofit,44.55588,-123.10833,DS2,Potentially Seismically Vulnerable,210,Corvallis-Lebanon Hwy,7.73,04,Hwy 210 over UPRR,OR 34 (HWY 210),UPRR,9.99,1990,195.00,R2,5 Prestressed Concrete,02 Stringer/Girder
09774,3,Retrofit,42.42758,-122.78722,DS2,Potentially Seismically Vulnerable,270,Lake of the Woods Hwy,3.33,08,"Dry Creek, Hwy 270 at MP 3.33",OR 140 (HWY 270),DRY CREEK,1.62,1969,152.00,R3,6 P/S Conc Continuous,02 Stringer/Girder
09777,3,Retrofit,42.46597,-122.72111,DS3,Seismically Vulnerable,270,Lake of the Woods Hwy,7.75,08,"Little Butte Creek, Hwy 270",OR 140 (HWY 270),LITTLE BUTTE CREEK,16.00,1969,321.00,R3,6 P/S Conc Continuous,02 Stringer/Girder
03756A,3,Retrofit,42.46822,-122.70833,DS3,Seismically Vulnerable,270,Lake of the Woods Hwy,8.46,08,"Schoolhouse Creek, Hwy 270",OR 140 (HWY 270),SCHOOLHOUSE CREEK,97.00,1968,66.00,R3,5 Prestressed Concrete,01 Slab
03757B,3,Retrofit,42.46404,-122.69639,DS3,Seismically Vulnerable,270,Lake of the Woods Hwy,9.15,08,"Lick Creek, Hwy 270",OR 140 (HWY 270),LICK CREEK,97.00,1968,80.00,R3,5 Prestressed Concrete,01 Slab
03759A,3,Retrofit,42.43938,-122.64861,DS2,Potentially Seismically Vulnerable,270,Lake of the Woods Hwy,12.2,08,"Salt Creek, Hwy 270",OR 140 (HWY 270),SALT CREEK,97.00,1968,80.00,R3,5 Prestressed Concrete,01 Slab
03760A,3,Retrofit,42.43682,-122.64472,DS2,Potentially Seismically Vulnerable,270,Lake of the Woods Hwy,12.47,08,"Long Branch Creek, Hwy 270",OR 140 (HWY 270),LONG BRANCH CREEK,97.00,1968,56.00,R3,5 Prestressed Concrete,01 Slab
05283A,3,Retrofit,42.4259,-122.58972,DS3,Seismically Vulnerable,270,Lake of the Woods Hwy,15.44,08,"North Fork Little Butte Creek, Hwy 270 at MP 15.44",OR 140 (HWY 270),N FK LITTLE BUTTE CREEK,1.62,1968,66.00,R3,5 Prestressed Concrete,01 Slab
03761A,3,Retrofit,42.40673,-122.54306,DS2,Potentially Seismically Vulnerable,270,Lake of the Woods Hwy,18.23,11,"North Fork Little Butte Creek, Hwy 270 at MP 18.23",OR 140 (HWY 270),N FK LITTLE BUTTE CREEK,123.65,1962,82.00,R3,2 Concrete Continuous,02 Stringer/Girder
16844,4,Retrofit,42.4294,-123.31861,DS2,Potentially Seismically Vulnerable,482,Redwood Spur,0.14,08,"Rogue River, Hwy 482 Spur",HWY 482 SPUR,ROGUE RIVER,2.90,1990,489.99,R3,6 P/S Conc Continuous,05 Multiple Box Beam
16845,4,Retrofit,42.43462,-123.31222,DS3,Seismically Vulnerable,482,Redwood Spur,0.68,08,Hwy 482 Spur over CORP,HWY 482 SPUR,CORP,2.90,1990,290.00,R3,5 Prestressed Concrete,02 Stringer/Girder
08951,2,Rehab+,45.20073,-123.17778,DS2,Potentially Seismically Vulnerable,483,McMinnville Spur,46.35,03,Hwy 483 McMinnville Spur over Hwy 39,OR 18 -HWY 483,HWY 39,1.00,1964,254.00,R2,2 Concrete Continuous,05 Multiple Box Beam
